  5 11  -0.5752942E-01  2 13   0.3208208E-01  6 13  -0.1146214E+00
  2 14   0.1949896E+00  6 14  -0.5983588E-01  3 16   0.8646154E-01
  5 16  -0.8873683E-01  6 18  -0.8912933E-01  8 18  -0.6944168E-01
  5 19   0.3080144E-01  9 19  -0.1380577E+00  5 20   0.2020965E+00
  9 20  -0.6470984E-01  6 22   0.9265161E-01  8 22  -0.6680173E-01
  9 24  -0.6692243E-01 11 24  -0.7506138E-01  8 25   0.3001495E-01
 12 25  -0.1487789E+00  8 26   0.2023939E+00 12 26  -0.6728584E-01
  9 28   0.9385610E-01 11 28  -0.5352121E-01 12 30  -0.5356998E-01
 14 30  -0.7829052E-01 11 31   0.2949876E-01 15 31  -0.1548873E+00
 11 32   0.2015378E+00 15 32  -0.6889385E-01 12 34   0.9396458E-01
 14 34  -0.4463408E-01 15 36  -0.4465742E-01 17 36  -0.8036864E-01
 14 37   0.2913598E-01 18 37  -0.1588105E+00 14 38   0.2005270E+00
 18 38  -0.6999552E-01 15 40   0.9377301E-01 17 40  -0.3827389E-01
 18 42  -0.3828643E-01 20 42  -0.8181000E-01 17 43   0.2886759E-01
 21 43  -0.1615327E+00 17 44   0.1995847E+00 21 44  -0.7079816E-01
 18 46   0.9350342E-01 20 46  -0.3349841E-01 21 48  -0.3350576E-01
 23 48  -0.8286458E-01 20 49   0.2866115E-01 24 49  -0.1635269E+00
 20 50   0.1987551E+00 24 50  -0.7140905E-01 21 52   0.9322691E-01
 23 52  -0.2978152E-01 24 54  -0.2978611E-01 26 54  -0.8366764E-01
 23 55   0.2849747E-01 27 55  -0.1650479E+00 23 56   0.1980358E+00
 27 56  -0.7188976E-01 24 58   0.9296709E-01 26 58  -0.2680662E-01
 27 60  -0.2680962E-01 26 61   0.2836458E-01 26 62   0.1974131E+00

  9  7   0.9434080E-01  7  9   0.9434080E-01 11  9   0.1094132E+00
  9 11   0.1094132E+00 13 11   0.1009851E+00 14 11  -0.2047158E-01
 11 13   0.1009851E+00 16 13  -0.5584874E-01 11 14  -0.2047158E-01
 16 14   0.8896399E-01 13 16  -0.5584874E-01 14 16   0.8896399E-01
 18 16   0.1153980E+00 16 18   0.1153980E+00 19 18   0.1036226E+00
 20 18  -0.2801184E-01 18 19   0.1036226E+00 22 19  -0.5778742E-01
 18 20  -0.2801184E-01 22 20   0.9128755E-01 19 22  -0.5778742E-01
 20 22   0.9128755E-01 24 22   0.1174103E+00 22 24   0.1174103E+00
 25 24   0.1045985E+00 26 24  -0.3058225E-01 24 25   0.1045985E+00
 28 25  -0.5878397E-01 24 26  -0.3058225E-01 28 26   0.9214729E-01
 25 28  -0.5878397E-01 26 28   0.9214729E-01 30 28   0.1183282E+00
 28 30   0.1183282E+00 31 30   0.1050731E+00 32 30  -0.3177686E-01
 30 31   0.1050731E+00 34 31  -0.5933253E-01 30 32  -0.3177686E-01
 34 32   0.9256536E-01 31 34  -0.5933253E-01 32 34   0.9256536E-01
 36 34   0.1188235E+00 34 36   0.1188235E+00 37 36   0.1053403E+00
 38 36  -0.3243097E-01 36 37   0.1053403E+00 40 37  -0.5966333E-01
 36 38  -0.3243097E-01 40 38   0.9280080E-01 37 40  -0.5966333E-01
 38 40   0.9280080E-01 42 40   0.1191209E+00 40 42   0.1191209E+00
 43 42   0.1055058E+00 44 42  -0.3282842E-01 42 43   0.1055058E+00
 46 43  -0.5987743E-01 42 44  -0.3282842E-01 46 44   0.9294659E-01
 43 46  -0.5987743E-01 44 46   0.9294659E-01 48 46   0.1193135E+00
 46 48   0.1193135E+00 49 48   0.1056155E+00 50 48  -0.3308814E-01
 48 49   0.1056155E+00 52 49  -0.6002376E-01 48 50  -0.3308814E-01
 52 50   0.9304321E-01 49 52  -0.6002376E-01 50 52   0.9304321E-01
 54 52   0.1194453E+00 52 54   0.1194453E+00 55 54   0.1056919E+00
 56 54  -0.3326724E-01 54 55   0.1056919E+00 58 55  -0.6012812E-01
 54 56  -0.3326724E-01 58 56   0.9311050E-01 55 58  -0.6012812E-01
 56 58   0.9311050E-01 60 58   0.1195394E+00 58 60   0.1195394E+00
 61 60   0.1057472E+00 62 60  -0.3339599E-01 60 61   0.1057472E+00
